"";"dist_paved";"dist_unpaved";"dist_rail";"dist_silos";"dist_protected";"dist_settlement";"pop_mean";"crop";"fl"
"82";241,096479091418;6813,41232356333;993,591083741017;227755,077214226;22806,7547862425;6332,40320493742;0;"0";"0"
"83";2073,92486464302;1122,53546874914;2117,05137522656;1927,34857416575;148415,391408893;12206,1645808284;0;"0";"0"
"84";3671,40891049698;154,200213272991;28939,7555991532;18001,9181100489;116774,137421573;29171,9214911018;0;"11";"0"
"85";178,377506419235;170,608094479455;5009,78803975301;42688,340411357;120771,2184829;13770,5080292527;0;"1";"0"
"86";3868,17089408651;805,714945083492;3696,15235669271;4889,26218001055;147879,463084485;21495,6224147952;0;"0";"0"
"87";1050,21358549693;545,839883866863;4678,47451461608;41477,4387684849;108817,35767449;12570,1961087966;0;"2";"3"
"88";398,229010720716;268,577573314323;507,340013234673;52648,2302414198;17246,3406604961;7039,95480059263;0;"13";"0"
"89";5883,0089613577;6370,48199930449;12385,6001047515;5865,92324401751;50938,5413300998;7253,13077544175;0;"7";"0"
"90";9274,38475386682;617,477324939842;14440,8470085067;11278,3170473909;131905,753958788;17481,7324821693;0;"7";"0"
"91";2374,18129852297;19,2782392117274;2569,88105247875;24300,7469756109;56625,6930755096;3760,22172329946;0;"7";"1"
"92";332,158606820047;4834,07266744531;6327,0223019312;3251,52002438383;44652,8061972243;5502,13782627407;0;"1";"3"
"93";15608,1055219991;5090,40950805893;65079,9046691845;65239,7127603977;32019,9339661435;44439,3150001954;0;"7";"2"
"94";2107,27196536102;196,054404252061;12897,5777665275;53258,6627911544;138758,776079677;9574,90625860337;0;"7";"0"
"95";1589,84181383392;1554,45789758405;22279,3876163469;432807,418790958;109249,238771144;22763,2093686187;0;"0";"0"
"96";6073,06446748461;5351,9586179423;13467,8569389593;44056,6555651401;18552,2751705726;7414,84303699539;0;"0";"0"
"97";959,632387644168;942,274969224553;14279,3943629158;13680,3038785662;30269,3620873048;12654,7320862219;0;"7";"1"
"98";433,660390269655;2729,77902766607;21642,8434857024;3316,47050809401;76971,2169642191;21496,624800067;0;"1";"0"
"99";41400,8407324784;1516,73688652153;49837,0793688875;10513,3848596663;31301,9654985751;50722,5425904433;0;"7";"3"
"100";12605,4303881479;1021,33533613639;13460,8444887288;7578,83813537838;38826,3673069092;26963,1253226053;0;"7";"3"
"101";996,961721228988;897,26860481453;12740,7369949857;4632,6108173199;18915,0775799101;12967,9343669427;0;"1";"0"
"102";2497,99614007656;2533,79010377461;4821,62936583106;72882,0933817577;15518,1054003656;5424,28457220799;0;"1";"2"
"103";3220,31779264873;73,2450027668482;24759,6440903042;93423,7929340223;34003,5506197146;10257,7416169808;0;"0";"1"
"104";2000,2801735399;1938,80027535247;4767,10416722312;18044,3015950787;81659,0619991067;4863,57106105237;0;"7";"0"
"105";193,885152110157;1309,91901312766;1334,87088318241;4548,21271202993;33247,6035814022;4180,72665660864;0;"7";"0"
"106";1653,54662082505;1796,46834261274;1602,42333000332;1382,14610070123;131608,841997117;17578,3429670631;0;"7";"0"
"107";4386,05549950331;2521,08633091006;25656,5176507084;34840,2474997703;44165,9094436442;7095,72083819964;0;"1";"0"
"108";922,898507507859;2193,240814077;26784,548588113;1643,1886209446;74757,3604863078;23875,9026177534;0;"7";"0"
"109";784,84370834439;910,984957420349;24663,4791802779;760,055706546072;66138,8372408283;7463,60289708997;0;"7";"0"
"110";2322,23045029411;762,992466585299;6002,55025666706;72788,1606241791;5330,42943122179;4275,21614342535;0;"7";"0"
"111";633,490258122971;980,763928734475;18401,2948158741;7065,43840333723;80711,5821590384;18073,5344082422;0;"7";"0"
"112";805,413726576237;88,6644394456433;895,555485815953;1600,6565906293;20888,6027913724;839,517513502266;0;"7";"0"
"113";1638,79727416549;1874,64587788028;21441,6115888456;3971,94595047249;74916,1041624929;21904,9025490976;0;"14";"0"
"114";664,684086496707;4830,45055448577;25272,7395600812;101217,703745775;61109,2044616573;29684,2175275975;0;"7";"3"
"115";371,798877505639;444,877556706172;21001,1312376418;755,669875870046;94359,0977212945;20796,7499653455;0;"3";"3"
"116";3610,32420041421;6485,6706469836;3553,34321007588;3339,35468357019;6141,11575414727;9371,42880621511;0;"2";"2"
"117";359,39715415667;154,42816714305;302,045126064009;36506,4136315109;110022,90796362;11047,4481681645;0,0225145388394594;"7";"3"
"118";653,692512163274;207,527175213813;508,510052045613;37737,8579613601;10989,6250016887;1004,12713012824;0;"13";"1"
"119";1435,41236276646;2025,48583026062;25091,0039600988;4687,38472174042;39839,6762589482;19978,5183110616;0;"1";"0"
"120";2533,26613994726;153,169552686719;27988,2016234978;86986,2472796257;120268,740254769;15093,9075943544;0;"7";"3"
"121";4173,33883069256;560,639515527918;18736,3859086578;3723,40557766609;117494,698309722;31661,5418817307;0;"1";"0"
"122";2776,77650107642;3572,99784436477;18717,902754721;3304,33419703797;97546,4646270128;18442,4375064437;0;"7";"0"
"123";8501,75270900946;1473,20362665155;8425,66271870654;7694,32170560842;20872,6231610386;12347,1154275836;0;"7";"0"
"124";3411,83749003886;612,875479345551;8935,20520811573;57916,6807565587;147231,375821262;12157,3326159409;0;"14";"3"
"125";1106,36804112825;1409,55462918946;7994,52630089045;42357,0111663475;27438,977314527;7627,10689291978;0;"1";"0"
"126";4283,02617007971;1999,25900539649;19132,9602711346;26141,3382038502;126377,075333061;19929,5034096651;0;"7";"0"
"127";6010,8631483229;929,677424833972;27859,1597363729;54270,6313016784;55548,7877730152;32545,9467749319;0;"0";"0"
"128";1235,47107909905;1204,42636987544;1303,36899279898;11874,5531825883;149144,31619462;7116,57974846524;0;"8";"0"
"129";2,26966231955423;443,820747815195;13442,5391242438;7974,36823208189;68443,7276836046;13178,3291903349;0;"7";"0"
"130";5274,20082091058;966,998929881446;23471,1701631077;44579,6078698464;87693,816633812;24036,6138530058;0;"0";"0"
"131";1003,23289737522;3406,1271526568;18255,2620555368;46188,5114064727;13609,8665910699;2606,74683973251;0;"0";"1"
"132";1495,069070749;1367,97206167859;3673,67079672888;33865,4735335768;91742,9122786366;3507,70063823636;0;"7";"0"
"133";7518,60778003134;1500,05109934121;6822,97497558375;9209,22634840588;37415,1921525996;8163,34212336407;0;"12";"2"
"134";3295,13727653862;411,49115468573;3638,13830265923;73604,8896406032;98629,9918500473;1743,45878364235;0;"0";"0"
"135";6990,18833461837;868,725109940451;6967,58407172398;23436,730538813;138591,349149752;7427,18873527021;0;"7";"3"
"136";4593,20959187816;250,489275592066;4624,51048998115;32874,3635659515;141009,92527716;8196,48985266648;0;"7";"0"
"137";3425,33827305411;5475,16811781551;3489,58177800767;4961,04870583718;39275,9031471014;3877,08474382504;0;"1";"0"
"138";12615,443935478;357,62888156287;13121,1590048723;7016,06740602537;59724,6126901279;11425,0235485229;0;"1";"0"
"139";4662,51139044991;7537,86852692963;7889,42376402409;45647,6433924444;23663,3356742001;10388,8241721015;0;"0";"0"
"140";3903,69401105231;765,445551861035;3808,4584070932;19979,421038402;61448,4871891783;12390,5107667159;0;"7";"0"
"141";251,757743333183;256,192171185347;12768,1381220595;5888,27807557253;101593,264802113;14200,5470805372;0;"7";"0"
"142";6964,87443808811;258,880988206106;42394,7257438035;10554,7592595083;12087,5664822462;44315,4256650312;0;"0";"3"
"143";22330,4797996027;3371,96372653367;33812,2756188759;9989,49596171852;55274,3509041047;23822,5833212641;0;"12";"0"
"144";572,120448106824;572,889033846782;4329,03635626323;32338,3535482875;39041,3883827487;9751,6227674408;0;"7";"3"
"145";4861,18031692715;502,852330612366;10136,7008658958;3081,92426514446;48184,1402745649;11467,9097724187;0;"2";"0"
"146";5866,34887418369;2,63585676801824;21933,8652311422;5721,15457635486;140653,206710603;20395,8610873537;0;"7";"2"
"147";283,074288730831;2705,96009610226;9341,52798316967;3632,17786501638;19874,451378325;9508,02317988138;0;"7";"0"
"148";30277,6540523743;5434,32487231672;30371,5074976737;3112,63715416452;91632,3904000824;30470,5580749473;0;"1";"0"
"149";3344,7176958811;1118,0899852176;3278,80235342925;22560,087667106;66064,4386309993;13283,3040103259;0;"7";"0"
"150";3987,97887023482;3633,95527474326;13286,7206676728;15652,7589513003;50379,3350710419;7294,32120809213;0;"7";"0"
"151";2520,85201428868;1630,48046826101;13032,5519048341;3620,62693386456;66260,5652986148;13141,242129564;0;"3";"0"
"152";427,309855415221;366,136269010581;356,09395419532;19647,3931850136;47937,8134905503;3541,39353695358;0;"7";"1"
"153";3028,92631861561;309,853271844048;4519,10642887906;25049,6712625402;6252,54242207274;3349,92521083483;0;"7";"1"
"154";3979,11825259078;530,3940909537;18041,8708454277;12396,7825372912;106112,89145955;18931,9201563696;0;"7";"0"
"155";396,67623026057;899,304558504372;16451,4444615776;60956,4723349108;147710,377099499;4100,99202343473;0;"7";"0"
"156";1133,93121560179;334,359218968412;5585,148664668;5168,43993373349;36758,4574169255;6103,53901440428;0;"1";"3"
"157";12358,6627200355;1450,88913172577;12462,102211453;1290,68758180766;113453,472266122;12906,1900062996;0;"3";"3"
"158";3049,69173024157;732,165149076688;12003,6751522804;35609,2145097306;32233,9422571751;1626,86731987373;0;"7";"0"
"159";1603,02882469934;1559,97003237564;13255,274321291;27459,4621272579;87395,3534259016;14850,02688344;0;"7";"0"
"160";4327,62394968368;1541,01421733937;35443,3857849938;42331,021618903;93504,5309838043;35998,8112514239;0;"2";"3"
"161";2225,28131084742;6882,12103389285;2273,42404506434;3221,59945492349;136548,450378092;24254,4391883723;0;"11";"3"
"162";1316,21629188133;1081,9416121634;13414,7946803524;27608,3762785068;38044,7488111948;9374,24579690031;0;"7";"3"
"163";3965,43056395169;2178,62303914644;3750,350985657;23926,0062344425;39665,1178638228;4419,23154142391;0;"13";"0"
"164";2729,85810383994;7074,20617066486;52677,4652881061;251449,330246763;13593,7639448063;8071,79855195078;0;"0";"0"
"165";2018,94624691019;2919,56085255275;5161,85384896946;70113,6191179876;18863,7246222697;5704,8632026854;0;"0";"0"
"166";6289,06290781746;506,031069188095;20279,8599803779;69699,7254375041;21164,9294413845;15332,8401956054;0;"0";"0"
"167";3535,49573819696;3888,50552047995;6839,03025884698;39833,5835265617;27496,3913966449;7079,75625027741;0;"13";"0"
"168";1595,99219571685;261,437191665642;5568,06748676506;22153,3607578918;12195,6813277458;830,84307250169;0;"13";"3"
"169";8626,71504882193;3873,82437165698;14815,3161498783;5300,29610150381;13184,6734495755;6765,95957267818;0;"7";"3"
"170";750,204847598176;658,11010323619;15324,9825725781;3088,69427821867;43301,2305396187;15618,4734636059;0;"7";"0"
"171";2381,50303817012;3535,67392123523;13460,9058850741;117224,305907948;39136,6589132995;7379,15667867507;0;"0";"0"
"172";21009,7807346495;19869,7773964557;46333,1227517527;32111,48586104;121,651127798001;46910,4514441681;0;"7";"2"
"173";1229,92952659698;3534,54149755175;2108,95315205622;1215,9416964808;69727,2188459267;6373,23162982852;0;"3";"0"
"174";419,159601191522;1179,58287785237;921,07692280578;32204,8101070373;23536,0891778509;3330,34028122805;0;"13";"0"
"175";1355,57247141193;294,373124702483;21463,3842962886;8697,95750653598;126206,991223376;21941,4967188824;0;"7";"0"
"176";8562,1385311087;1096,75574309316;8529,59799305402;10479,5908300803;40517,3871550468;27878,4548927933;0;"7";"3"
"177";3803,48822647086;501,733955243764;37683,2606190007;33239,2860564951;97405,6562995912;37493,1892308917;0;"1";"3"
"178";5934,11589442525;754,074572700145;16363,3688335732;5647,60795734498;41952,5751102808;17630,8761239942;0;"14";"0"
"179";9020,31421714402;416,745447357552;30321,1211389055;40313,4592928983;88306,5093080673;30971,6484318218;0;"0";"0"
"180";2477,08356775081;298,890188904555;26566,3610773967;67005,720367587;132509,641746684;8296,35227657738;0;"7";"3"
"181";11692,2743925688;3118,77741330846;6558,33627781066;3144,25838263402;22050,8914119074;18586,725526766;0;"7";"0"
"182";1532,29870117715;6606,67038023355;1559,80366260925;4880,03128136856;65331,0085382899;7565,0195518476;0;"1";"0"
"183";2282,06440773405;1747,33834710219;13503,3296760577;28757,1140117847;36972,639844345;8982,30226123232;0;"13";"0"
"184";2804,85082025375;275,957751381065;12861,0546367298;8858,788111788;66250,760439278;13575,681392198;0;"7";"0"
"185";1259,43886199063;1376,50229711528;9558,0110364341;44179,8038054032;32123,9387147738;10209,3792573836;0;"8";"3"
"186";1668,34489640142;1890,13077070476;10256,7650968975;5595,31601077202;105726,528847982;9984,10014823574;0;"7";"0"
"187";5247,84604946743;2449,67896748081;6279,7158883968;5428,89511762199;107031,462093448;8357,46894353624;0;"0";"0"
"188";3722,15513656188;919,559127095082;12814,8130423825;4344,84234515502;43481,6986901263;5806,4633015309;0;"1";"1"
"189";2025,55351852693;1445,52369004096;22904,5249495876;7425,15065122447;61863,1181154087;2245,95607583807;0;"1";"3"
"190";4700,31310414407;77,2565550089372;4943,60211438432;133421,317657308;29057,6028611543;8892,87127458493;0;"7";"0"
"191";14262,7092616179;1607,69006853259;15950,7803031403;78344,3996879009;85249,7514654247;17306,9070091946;0;"1";"3"
"192";2601,74218121299;183,582172198687;8397,13614152293;50774,0361664635;17124,6230907645;9102,09410704741;0;"13";"0"
"193";2527,50677850097;555,346456835228;14305,237885674;4559,18826630234;63293,5229306899;17674,5102225789;0;"7";"0"
"194";724,982347106184;3543,67906325024;36080,0907813998;770,40847139107;69680,9353168714;17070,313860784;0;"1";"0"
"195";5223,86014286797;370,268730569074;5463,14085777074;1554,23306524244;152166,756263708;20565,5447113269;0;"0";"0"
"196";5616,36605721205;841,001933021444;5707,50716839033;922,165852500437;27532,3687405563;6449,06369096702;0;"7";"3"
"197";1274,98095381771;1901,23912286857;1901,3697798389;122346,66856192;33404,3284500295;2131,19143574611;0;"0";"0"
"198";14627,6902012025;3816,45149159405;31140,9704193084;3537,46946437023;19205,1168937695;31592,3083995258;0;"1";"0"
"199";5357,66015161278;965,436919746031;10036,9970551244;13583,5672042536;43615,6484367218;9466,43506018324;0;"7";"0"
"200";15467,5473538841;429,814068422815;16105,170548423;3260,38070272432;53003,6159082032;13549,4812604604;0;"12";"1"
"201";3403,9291019391;1978,1288623872;25614,6922835001;2461,06200507126;33710,7068713516;3846,24123999481;0;"7";"0"
"202";15847,4025552066;548,661848955646;15942,0109105854;6682,78494360945;104304,72144243;16655,9804863788;0;"1";"0"
"203";2952,19970474922;2675,83076826946;33652,5955430892;513,234656717477;67472,6269105242;17500,2133042588;0;"7";"0"
"204";1196,98189695398;1786,66068678025;9984,51781911958;7915,65518269491;45035,3714329275;10937,0696520461;0;"7";"0"
"205";2060,62678427151;6053,45545632108;16495,4050452553;244808,397666915;75379,400250054;17364,2168971442;0;"15";"0"
"206";23922,2405873139;175,400859190698;23996,9992262917;1086,70064758753;87300,212901688;27102,5094409314;0;"0";"2"
"207";5540,76679270774;795,695838613713;20574,9693372472;108623,604793553;86902,7246178956;21291,5904580659;0;"7";"3"
"208";136,704580303706;749,278600282007;15922,3243650052;61623,8004130105;146827,412038449;5747,16575499363;0;"7";"0"
"209";1235,59425711053;456,477647443261;8406,10287756039;67284,9169852265;6298,33588048666;1477,09111606372;0;"7";"0"
"210";1014,78526175286;1753,15611929428;7472,60417752125;6017,54954393974;26154,6205355137;8092,31973805884;0;"1";"3"
"211";2088,16074766772;557,488261157245;26214,1185054224;66624,9152055188;133128,062053523;7861,95855892856;0;"7";"0"
"212";8911,57476646918;522,424036240922;14893,8531992054;15253,4249649128;34726,5317727842;4451,91336229756;0;"7";"3"
"213";483,204182328006;555,300719245522;5561,60458040431;2708,05096313567;64221,2420757357;5372,93217309909;0;"7";"0"
"214";1002,8199211436;992,310535678582;31336,1609061632;40923,2505342612;102093,352967121;30973,2099997535;0;"7";"3"
"215";2090,61745945875;2163,53415548406;14879,1337015203;8967,67553405003;97225,228625244;14798,916940809;0;"1";"0"
"216";7887,28279411663;1290,80450752256;7808,24280445694;16540,4316405601;58803,6278690206;14009,3557779446;0;"7";"0"
"217";1794,01154132472;191,714806532461;3815,93755970432;72781,7687308413;120809,74026433;9931,39090406184;0;"7";"3"
"218";4310,42318115704;701,795954029429;63724,021568273;81234,3224323673;10267,7759870329;62318,949291139;0;"15";"0"
"219";2687,3738605524;149,053485789725;2763,92232045739;201968,18362156;34158,8063049512;4675,04191659272;0;"0";"1"
"220";2052,59904537867;832,973663225494;12330,6517894423;2830,23425248741;135155,262342331;13004,4447310454;0;"7";"0"
"221";3996,78224047963;198,267379750418;18715,6480373727;153287,5033552;29572,0593712492;11609,0053382171;0;"7";"3"
"222";1580,68038354972;217,389045355173;2137,78086034276;6454,42954646856;80381,5999986079;3023,60574635243;0;"7";"3"
"223";7041,8047139042;6988,8443854321;17493,4488690615;5121,53690213579;112857,763604378;22909,0016055722;0;"1";"3"
"224";943,725733789013;983,291886191675;6998,45154994315;42908,4674571995;26488,2089805504;6619,8283064783;0;"1";"3"
"225";4736,15107898836;383,908757852315;4649,48657572161;14854,8534405725;189785,426495602;6657,91992330968;0;"1";"0"
"226";14184,1515302553;2581,14560693579;35000,6750814782;5795,59059402488;24216,0749315068;30154,4472196751;0;"0";"3"
"227";948,403661413848;853,389548173892;5753,84146094365;62387,9973316066;13907,5097833605;5501,33930330765;0;"13";"0"
"228";5685,01131248638;1192,50298645418;11390,223559071;31026,1146699353;35746,8451139699;11460,1452571913;0;"7";"3"
"229";715,315800292389;747,759978512846;27198,838080427;431932,988040169;116387,976503222;30587,8981285413;0;"0";"0"
"230";2740,73520199406;415,193123293696;11971,7176477465;129054,430146461;43915,8914797312;5130,10999695179;0;"0";"1"
"231";381,499215273491;337,475376819611;7010,28373344138;71412,3302058007;14962,5880526997;4729,93472216992;0;"13";"0"
"232";912,913174417085;942,189618209081;924,312277495385;356702,586240121;63513,6327374225;1850,68782092039;0;"0";"0"
"233";99,349355333531;371,862748567268;39736,2759223607;2460,13713551859;99124,7351147278;5809,10549920366;0;"7";"0"
"234";3052,6845560139;5295,71126751874;14789,5776008559;10753,1271604687;62722,7362118076;18410,2303435856;0;"2";"0"
"235";4151,98499225639;1048,08041619761;25430,1905597004;3381,06026036459;173487,810560378;26794,703044636;0;"7";"0"
