"";"count";"area";"type";"dist_paved";"dist_unpaved";"dist_rail";"dist_silos";"dist_fridge";"dist_prot";"dist_settlement";"pop_mean";"crop";"fl";"time"
"24190";39;3900;"p";2374,748658196;26,8784711560545;63885,9511100215;101595,260559543;8253,85548837516;121062,702850914;8630,64562751337;0,558485430452022;"7";"0";"Feb19"
"24191";6;600;"p";4390,9324250761;55,5239800443852;66033,3089558722;104226,316801206;6049,10953636608;125084,029915006;6138,80791583091;0;"15";"3";"Feb19"
"24192";4;400;"p";2293,49606958283;94,3827815169042;65893,7320268547;104400,146671633;4917,74767712213;123629,18700327;4829,52475773919;1,34844178702405;"7";"0";"Feb19"
"24193";3;300;"p";968,885645260544;13,7553103806226;66341,2606088077;108194,800239913;32320,5546961703;100095,947240159;32335,2720607318;1,90947029874971;"7";"0";"Feb19"
"24194";12;1200;"p";5421,33719692953;360,802472118843;68717,5156693111;106792,126364882;8670,76059187075;123833,033113456;8682,15808556656;0,320922672748566;"15";"0";"Feb19"
"24195";3;300;"p";1868,58003672533;102,065827121928;71467,5572927543;110780,000000323;10926,1406206438;118552,015563006;9108,34821667577;0,462725728750229;"15";"0";"Feb19"
"24196";6;600;"p";11386,8338218915;817,875740583193;41903,9037627779;78097,1435110155;17785,1964622286;96001,351240618;17878,7303976485;0;"7";"0";"Mar19"
"24197";3;300;"p";433,551525081643;777,435657438452;46499,2754031325;84008,7411458721;4512,19890128679;117451,872214447;3957,61246423361;0,504520297050476;"7";"0";"Mar19"
"24198";7;700;"p";1048,17672838257;80,6331645785687;47875,5413620168;85640,7303919621;7195,35961403612;119783,132883421;6645,47576703095;2,43407259078863;"7";"3";"Mar19"
"24199";3;300;"p";1225,67261243176;777,451092917709;48059,7090412755;86926,369992265;13232,1631059828;126829,375938303;13200,4491590697;3,17937350273132;"7";"3";"Mar19"
"24200";4;400;"p";727,92706472694;1199,50341799543;62776,4254345197;100155,936200973;11351,6254622683;117520,824532191;11799,5715989674;3,83812415351843;"15";"0";"Mar19"
"24201";5;500;"p";1693,27231143341;1025,99777812385;62599,3005097254;100857,274304092;3737,31059848983;125233,383006728;4107,6534242749;7,40808963775635;"7";"3";"Mar19"
"24202";8;800;"p";2123,42390992733;19,7093398346134;63652,069354478;101348,439800758;8314,86443425409;120897,60991772;8704,66280203391;3,10920801379813;"7";"0";"Mar19"
"24203";14;1400;"p";2177,83763678386;54,6547472748143;63695,796869684;101399,869948429;8253,10355792146;120980,156745768;8639,81759741719;2,99555501343419;"7";"0";"Mar19"
"24204";5;500;"p";2241,09414180327;25,3449284009673;63758,097423494;101462,9845414;8261,21555605374;120998,412282453;8644,82564399569;2,76786264668289;"7";"0";"Mar19"
"24205";4;400;"p";2348,80062670415;96,9419324752604;63877,7583999705;101574,386073943;8369,83011835026;120937,53591074;8748,84138158156;0,0369482719147709;"7";"0";"Mar19"
"24206";4;400;"p";283,273254989097;898,741189228445;57679,9437960808;101540,077925128;8893,64093256424;119587,987866008;8415,53574318192;10,4187917709351;"7";"3";"Mar19"
"24207";6;600;"p";286,95821321717;835,518398230283;57716,3399592215;101544,953222901;8828,6452033084;119627,577109967;8350,40175991382;10,4187917709351;"7";"3";"Mar19"
"24208";33;3300;"p";2377,19518475869;24,5624675626178;63888,7220152571;101597,804522063;8256,70981346772;121060,963475399;8633,39794235443;0,562530202687962;"7";"0";"Mar19"
"24209";21;2100;"p";2814,9241809106;721,999215578343;68581,90869386;104785,404308305;30907,5987741309;97299,8833070297;30713,250739238;0,556624794337854;"15";"0";"Mar19"
"24210";6;600;"p";4389,32663579048;54,1335054235851;66031,3958758859;104224,614295552;6046,75374653914;125084,286340043;6136,46908388517;0;"15";"3";"Mar19"
"24211";4;400;"p";2293,49606958283;94,3827815169042;65893,7320268547;104400,146671633;4917,74767712213;123629,18700327;4829,52475773919;1,34844178702405;"7";"0";"Mar19"
"24212";12;1200;"p";5422,29495744737;363,819845568617;68714,3598128908;106788,821161489;8668,7275645193;123836,125020749;8680,31039867286;0,320922672748566;"15";"0";"Mar19"
"24213";3;300;"p";3309,59398541679;298,057451851907;57278,0564624739;115922,762217315;13575,1222265271;96027,4992766941;13982,6439687271;7,30911779403687;"7";"0";"Mar19"
"24214";3;300;"p";11144,9811014582;696,421958626199;41440,3058773304;77635,2793311427;17469,8177469649;95868,2009107781;17406,3741774458;10,5990538446815;"7";"0";"Apr19"
"24215";5;500;"p";1048,80214520889;83,6293322964279;47877,9016542635;85643,4585945006;7199,39878150012;119786,472960052;6649,50902217839;2,63579534376435;"7";"3";"Apr19"
"24216";3;300;"p";1218,81706714338;784,278331091986;48065,2317712115;86933,2726228631;13226,0175960701;126837,169450438;13209,3465573517;3,17937350273132;"7";"3";"Apr19"
"24217";5;500;"p";2179,17846442926;51,4047593892428;63697,5484562778;101401,331687745;8256,25410313124;120977,621766705;8642,92244024348;3,0606501777661;"7";"0";"Apr19"
"24218";20;2000;"p";2377,31463244682;39,4313103829519;63886,717230594;101597,320486559;8242,09815312183;121075,378956517;8618,6622638695;0,594080090522766;"7";"0";"Apr19"
"24219";16;1600;"p";2809,65907053295;719,09022315815;68586,1649047095;104789,595762414;30908,8800725685;97304,1932384611;30714,433113905;0,509584986219143;"15";"0";"Apr19"
"24220";5;500;"p";4388,04022020098;62,1921177578808;66039,1308041463;104232,590680921;6051,49857689595;125077,421691309;6140,59525090227;0;"15";"3";"Apr19"
"24221";16;1600;"p";4418,38053142511;639,299727423208;67219,3096061314;105417,779813654;6962,78378472997;124202,39296984;6982,76644829852;0,130474501142633;"15";"0";"Apr19"
"24222";5;500;"p";5416,11165840791;356,077886622117;68718,3294514702;106793,628349544;8668,74611134484;123828,440652101;8679,81849009155;0,320922672748566;"15";"0";"Apr19"
"24223";5;500;"p";3301,53605905527;305,158017538425;57285,5702165915;115930,670955067;13567,6306518408;96021,3639034202;13975,0642194469;7,30911779403687;"7";"0";"Apr19"
"24224";3;300;"p";11144,9811014582;696,421958626199;41440,3058773304;77635,2793311427;17469,8177469649;95868,2009107781;17406,3741774458;10,5990538446815;"7";"0";"May19"
"24225";3;300;"p";1047,5680076372;87,2912103535381;47883,9452456825;85649,9717196891;7206,40481245004;119790,991678456;6656,42569876878;3,05564479347318;"7";"3";"May19"
"24226";3;300;"p";82,616381453133;890,740146091639;58453,6221371109;96760,1980272193;4448,05888678977;124892,980799638;5010,88547103713;8,76939868927002;"7";"0";"May19"
"24227";4;400;"p";730,375400594252;1204,52251268531;62777,9326449157;100157,966483168;11346,5546587661;117526,312068749;11794,4322972594;3,99233683303755;"15";"0";"May19"
"24228";14;1400;"p";2375,59800348163;39,4511511529101;63885,0022913766;101595,600763204;8241,67534063807;121075,045835198;8618,32390045916;0,594080090522766;"7";"0";"May19"
"24229";9;900;"p";2805,24620601359;718,666490179394;68590,4989112527;104793,910209714;30911,7227852051;97306,0680621698;30717,2124421366;0,513065932782224;"15";"0";"May19"
"24230";6;600;"p";4417,29199463711;654,129291924246;67197,417888364;105395,868633731;6944,85193077206;124218,181063497;6965,92445148655;0,118606017235269;"15";"0";"May19"
"24231";5;500;"p";4422,70799919278;626,486526163742;67241,9709044557;105440,01308829;6983,01888043746;124188,463907189;7002,09828474973;0,142028697848792;"15";"0";"May19"
"24232";5;500;"p";3299,59875117863;305,210447242911;57285,8968871655;115932,753353364;13565,2949116179;96018,6606595265;13972,7713234666;7,30911779403687;"7";"0";"May19"
"24233";3;300;"p";732,127865678484;1196,2022547483;62781,1482668929;100160,391484188;11354,8361825234;117518,731915047;11802,6526769327;3,81758822801534;"15";"0";"Jun19"
"24234";7;700;"p";2261,1972348769;24,2059852195749;63776,5561543182;101482,658305658;8254,62933785739;121013,305553957;8637,18255248203;1,43975846432338;"7";"0";"Jun19"
"24235";4;400;"p";2273,30617400043;47,4495805034048;63799,3112610851;101497,868573917;8331,0940521453;120943,4168607;8713,5921285512;0,482130348682404;"7";"0";"Jun19"
"24236";5;500;"p";2293,08529632051;0,539758148206342;63809,4201307288;101514,89285838;8269,04951287041;121012,644783315;8650,10225890531;1,30037711454916;"7";"0";"Jun19"
"24237";4;400;"p";2381,53528029178;27,7482467312936;63892,5956053833;101602,020895495;8254,59299635373;121064,937830944;8631,04223454521;0,594080090522766;"7";"0";"Jun19"
"24238";14;1400;"p";4422,31029117148;643,804639807983;67217,3716823487;105415,276344529;6963,2765935602;124206,824286968;6983,63169003389;0,140391007447484;"15";"0";"Jun19"
"24239";3;300;"p";3329,58445389419;284,267303082124;57262,3756130913;115902,779949801;13594,7776119055;96045,177194424;14002,3898014876;6,33631373630063;"7";"0";"Jun19"
"24240";3;300;"p";1693,68450633271;1026,12618469653;62598,1352674878;100857,772079993;3726,3681695427;125244,498117338;4096,4451630025;7,40808963775635;"7";"3";"Jul19"
"24241";11;1100;"p";2179,91246935201;93,609940819457;63691,2953615278;101400,069461638;8208,06149799956;121025,119837845;8594,36945929087;2,69425773620605;"7";"0";"Jul19"
"24242";25;2500;"p";2272,13236364913;0,94872699715969;63790,6197794346;101494,514546001;8278,86550774462;120994,144045915;8661,04488739527;1,01840231716157;"7";"0";"Jul19"
"24243";3;300;"p";2379,65371687508;39,2657719339453;63889,0737968694;101599,669400401;8242,81117950701;121075,69885486;8619,26131255295;0,594080090522766;"7";"0";"Jul19"
"24244";4;400;"p";283,475411909054;908,613857889589;57673,7410155889;101538,571119753;8903,52255253659;119582,544500471;8425,46533214966;10,4187917709351;"7";"3";"Jul19"
"24245";11;1100;"p";226,516022130542;826,898258328872;57763,7594172523;101604,711651544;8838,16086358489;119576,883735998;8357,8026439819;2,60406510564993;"7";"3";"Jul19"
"24246";3;300;"p";4408,7247165564;643,581002890691;67202,6571155194;105402,349383751;6944,5749903267;124207,751147398;6964,77953933392;0,0675865106314814;"15";"0";"Jul19"
"24247";7;700;"p";5410,84763769063;355,556663187441;68713,2262482449;106789,172901752;8661,9826260063;123828,247346663;8672,97491224163;0,320922672748566;"15";"0";"Jul19"
"24248";10;1000;"p";3147,05128461122;467,844915694977;58228,717470793;115992,817019379;13781,555820789;96575,3256836737;14151,2313479772;0;"7";"0";"Jul19"
